#{"t_start": 1776916360.9957356, "env_id": "None"}
104.184789,23,20870.549782
100.0,1,20872.899474
85.934709,23,20898.21963
100.0,1,20900.4691
-0.023739,23,20925.889861
100.0,1,20928.140353
97.294903,23,20953.463419
100.0,1,20955.710798
81.156226,23,20981.580473
100.0,1,20983.831671
106.88604,23,21009.200065
100.0,1,21011.449781
164.615833,17,21030.524288
74.081594,23,21055.840803
100.0,1,21058.091111
69.995131,23,21083.390064
-100.0,1,21085.613159
65.524762,23,21110.960055
100.0,1,21113.210807
58.499837,23,21138.570373
100.0,1,21140.819824
70.23244,23,21166.13985
100.0,1,21168.389403
108.633968,23,21193.759454
100.0,1,21196.01006
67.569266,23,21221.381401
100.0,1,21223.631963
68.726368,23,21248.95183
100.0,1,21251.200496
77.573184,23,21277.072106
100.0,1,21279.3199
41.470705,23,21304.689142
100.0,1,21306.940075
179.077014,22,21331.259774
79.464945,23,21356.57961
-100.0,1,21358.829783
68.881573,23,21384.151247
100.0,1,21386.400291
-21.957762,23,21411.699711
100.0,1,21413.974845
179.672908,21,21437.170569
57.641132,23,21462.44062
100.0,1,21464.695003
91.360548,23,21490.012285
100.0,1,21492.263768
74.705658,23,21517.679517
100.0,1,21519.934277
98.419985,23,21545.25131
100.0,1,21547.499792
96.808905,23,21573.509102
100.0,1,21575.714571
50.283473,23,21601.031486
100.0,1,21603.28136
-9.396459,23,21628.55094
100.0,1,21630.801273
65.579538,23,21656.110743
100.0,1,21658.359293
73.68201,23,21683.61345
100.0,1,21685.880804
64.595985,23,21711.180161
-100.0,1,21713.432471
91.13015,23,21738.799893
100.0,1,21741.050772
62.337376,23,21766.419836
100.0,1,21768.671772
93.653629,23,21793.993415
100.0,1,21796.240206
51.647343,23,21821.60091
100.0,1,21823.849159
53.684237,23,21849.069674
100.0,1,21851.269356
84.616194,23,21877.089637
100.0,1,21879.346486
80.810106,23,21904.649928
100.0,1,21906.899539
68.231063,23,21932.220701
100.0,1,21934.470504
19.004713,23,21959.839055
100.0,1,21962.039146
73.276551,23,21987.359851
100.0,1,21989.61418
74.107468,23,22014.96972
100.0,1,22017.270236
85.479923,23,22042.622093
100.0,1,22044.842246
98.844536,23,22070.140086
100.0,1,22072.389108
71.947849,23,22097.662137
100.0,1,22099.909384
64.722397,23,22125.229694
100.0,1,22127.479446
60.648258,23,22153.150097
100.0,1,22155.399997
64.000717,23,22180.760178
-100.0,1,22183.012048
179.202626,22,22207.333424
179.656729,21,22230.599517
83.770508,23,22255.974305
100.0,1,22258.219729
168.712538,23,22283.671243
78.598322,23,22308.98172
100.0,1,22311.229334
57.834875,23,22336.600144
100.0,1,22338.849453
104.360674,23,22364.121002
100.0,1,22366.371302
82.084161,23,22391.679821
100.0,1,22393.932428
96.242856,23,22419.249928
100.0,1,22421.60273
68.8867,23,22447.399971
100.0,1,22449.650123
89.043877,23,22475.021484
100.0,1,22477.270158
96.496942,23,22502.490892
100.0,1,22504.739191
104.542381,23,22530.110559
-0.244758,23,22555.469591
-5.404997,23,22580.67004
-0.230001,23,22605.940439
-0.229998,23,22631.30996
-13.455003,23,22656.490574
-12.879995,23,22681.891021
-0.230003,23,22707.259261
-100.0,1,22709.511651
-12.879995,23,22735.279956
-14.605001,23,22760.630002
-16.329997,23,22785.899363
-15.179996,23,22811.259749
-0.230002,23,22836.581062
-3.105,23,22861.850917
-3.105003,23,22887.169148
-3.105004,23,22912.369891
-8.279998,23,22937.68007
-14.605001,23,22962.99994
-6.555,23,22988.273507
-3.105003,23,23014.081652
-0.229998,23,23039.449588
-14.030002,23,23064.801244
-0.229998,23,23090.069879
-14.605,23,23115.329808
-0.229998,23,23140.599894
-16.329997,23,23165.819522
-12.879995,23,23191.180459
-14.030002,23,23216.50016
-8.279996,23,23241.849575
-8.279998,23,23267.210737
-3.105,23,23292.880363
-0.229998,23,23318.099809
-0.230003,23,23343.363794
-16.904998,23,23368.633309
-3.105003,23,23393.979365
-12.880002,23,23419.189873
-16.904998,23,23444.460141
-12.880002,23,23469.682336
-12.879995,23,23494.839943
-16.330002,23,23520.109695
-5.404997,23,23545.429698
-15.179996,23,23570.629473
-0.229998,23,23596.492347
-10.579998,23,23621.811579
-16.905,23,23647.070339
-0.229999,23,23672.390103
-4.254997,23,23697.850662
-0.229998,23,23723.199683
-16.330004,23,23748.421045
-18.629999,23,23773.730108
-5.404997,23,23799.049637
-16.330004,23,23824.311102
-16.905,23,23849.534226
-12.879995,23,23875.280381
-16.904998,23,23900.540353
-17.639997,24,23926.709465
-11.155003,23,23951.969986
-15.179996,23,23977.133921
-12.879999,23,24002.399856
-9.430007,23,24027.710311
-8.279998,23,24053.160097
-10.579998,23,24078.379148
-14.030003,23,24103.59181
-14.030002,23,24128.809974
-15.179996,23,24154.483898
-16.330002,23,24179.792807
-16.904998,23,24204.989511
-0.230001,23,24230.213748
-14.605001,23,24255.520564
-12.880006,23,24280.841743
-16.329997,23,24306.15006
-14.605,23,24331.370519
-6.554997,23,24356.62992
-8.279996,23,24381.829609
-11.73,23,24406.999675
-0.229998,23,24432.759522
-13.455003,23,24457.934867
-0.230004,23,24483.240583
-12.880006,23,24508.549741
-0.229998,23,24533.899162
-14.029999,23,24559.169586
-6.555,23,24584.480191
-10.579998,23,24609.750158
-11.73,23,24634.964573
-16.905,23,24660.280065
-15.180002,23,24685.585537
-10.579996,23,24711.441617
-10.579996,23,24736.710401
-8.279996,23,24761.971998
-15.180002,23,24787.239974
-8.279999,23,24812.550451
-5.404997,23,24837.759795
-5.404997,23,24863.059801
-10.579996,23,24888.479688
-9.430007,23,24913.79958
-0.229998,23,24939.060484
-8.279996,23,24964.381631
-0.229998,23,24990.089362
-4.254997,23,25015.289498
-6.554997,23,25040.660114
-16.905,23,25065.969701
-16.329997,23,25091.243602
-16.330004,23,25116.549691
-16.905,23,25141.861834
-14.605001,23,25167.181291
-14.605,23,25192.484588
-6.555,23,25217.789796
-8.279998,23,25243.109678
-6.554997,23,25268.921154
-16.330004,23,25294.23982
-16.905,23,25319.550099
-16.329997,23,25344.849882
-0.229999,23,25370.160954
-15.179996,23,25395.429483
-0.229998,23,25420.639555
-12.879995,23,25445.86008
-0.229998,23,25471.169669
-14.030002,23,25496.4929
-3.105,23,25521.790722
-11.155003,23,25547.499278
-16.905,23,25572.670572
-9.430007,23,25597.980129
-14.605001,23,25623.206416
-15.179996,23,25648.511225
-14.030003,23,25673.709891
-0.230004,23,25699.020071
-8.279996,23,25724.290101
-8.279996,23,25749.64993
-9.430007,23,25774.960171
-0.230004,23,25800.279126
-16.905,23,25825.629087
-16.330002,23,25851.490856
-1.380007,23,25876.850703
-5.404997,23,25902.070036
-0.229998,23,25927.32925
-16.905,23,25952.690076
-4.254997,23,25977.962219
-6.555,23,26003.210757
-15.180002,23,26028.471458
-14.640002,24,26054.594511
-14.030003,23,26079.849331
-0.229998,23,26105.119783
-12.880006,23,26130.829965
-0.229998,23,26156.130799
-15.24,24,26182.2897
-8.279996,23,26207.509362
-6.555,23,26232.720131
-8.279996,23,26258.180654
-14.029999,23,26283.491732
-14.605001,23,26308.713802
-6.554997,23,26334.011079
-14.605001,23,26359.319946
-3.105004,23,26384.679373
-16.904997,23,26410.491764
-15.754995,23,26435.769737
-16.330004,23,26461.070259
-16.905,23,26486.372641
-16.905,23,26511.729813
-15.179996,23,26537.005719
-15.179996,23,26562.309653
-0.229998,23,26587.635045
-16.329997,23,26612.990833
-16.905,23,26638.264655
-5.404997,23,26663.564712
-8.279998,23,26689.419598
-0.230001,23,26714.689721
-3.105,23,26740.001796
-6.555,23,26765.210379
-16.905,23,26790.437742
-8.279996,23,26815.780483
-12.880006,23,26841.139707
-15.179996,23,26866.401235
-12.880006,23,26891.620375
-12.880002,23,26916.882718
-15.179996,23,26942.190388
-12.880002,23,26968.000815
-1.380007,23,26993.25015
-15.179996,23,27018.67021
-1.380007,23,27043.980194
-16.905,23,27069.24189
-8.279996,23,27094.550853
-15.179996,23,27119.774107
-16.904997,23,27145.074391
-16.329997,23,27170.380172
-8.279996,23,27195.690128
-11.155003,23,27221.010542
-14.605001,23,27246.872308
-14.030002,23,27272.040797
-16.330004,23,27297.241612
-3.105004,23,27322.599521
-11.155003,23,27347.814923
-0.230003,23,27373.130646
-12.879999,23,27398.440047
-11.73,23,27423.769854
-100.0,1,27426.021977
-0.229998,23,27451.340626
-11.73,23,27476.543191
-1.440007,24,27502.750786
-6.555,23,27528.559879
-8.279998,23,27553.920586
-14.029999,23,27579.140188
-3.105004,23,27604.402468
-4.254997,23,27629.660542
-1.380007,23,27654.960196
-3.105003,23,27680.170209
-12.880006,23,27705.439714
-0.230004,23,27730.70043
-16.904997,23,27755.960166
-18.629999,23,27781.184964
-18.629999,23,27806.984181
-15.179996,23,27832.344746
-0.229998,23,27857.700995
-3.105,23,27882.920419
-8.279999,23,27908.21979
-15.179996,23,27933.439841
-14.605001,23,27958.751102
-16.905,23,27984.099705
-15.180002,23,28009.361104
-18.629999,23,28034.630368
-14.030003,23,28059.989822
-0.229998,23,28085.811603
-16.329997,23,28111.069793
-0.229998,23,28136.369087
-14.605001,23,28161.630387
-5.404997,23,28186.856008
-16.330002,23,28212.212162
-15.754995,23,28237.571217
-10.579998,23,28262.83958
-3.105004,23,28288.152064
-15.179996,23,28313.400768
-1.380007,23,28338.659812
-0.230003,23,28363.981401
-18.629999,23,28389.792051
-11.155003,23,28415.062383
-14.605001,23,28440.320831
-10.579998,23,28465.67021
-0.230003,23,28490.994812
-0.230001,23,28516.302224
-14.030003,23,28541.526225
-14.605,23,28566.779502
-14.605001,23,28592.14073
-16.329997,23,28617.341949
-10.579998,23,28642.661706
-8.279996,23,28668.470397
-8.279998,23,28693.732099
-3.105004,23,28719.04935
-0.230004,23,28744.359095
-0.230004,23,28769.68055
-6.555,23,28794.930104
-12.880006,23,28820.189629
-14.030002,23,28845.500707
-14.029999,23,28870.820234
-18.629999,23,28896.079659
-16.330002,23,28921.350961
-16.330004,23,28947.101316
-0.230003,23,28972.459351
-14.605,23,28997.780339
-14.605,23,29023.089254
-14.030002,23,29048.401032
-1.380007,23,29073.669379
-16.905,23,29099.03058
-14.029999,23,29124.281311
-8.279996,23,29149.550739
-9.430007,23,29174.810604
-0.229999,23,29200.131288
-12.879995,23,29225.994168
-3.105003,23,29251.310535
-14.605001,23,29276.661959
-16.330002,23,29302.019485
-15.754995,23,29327.280766
-14.605001,23,29352.550304
-5.404997,23,29377.910697
-1.380007,23,29403.230651
-15.754995,23,29428.49015
-16.904997,23,29453.840614
-16.904998,23,29479.160353
-16.904997,23,29504.919734
-13.455003,23,29530.233489
-16.905,23,29555.500384
-12.879999,23,29580.76058
-15.179996,23,29606.110754
-5.404997,23,29631.330873
-8.279999,23,29656.69013
-8.279996,23,29681.909801
-15.180002,23,29707.170321
-0.229998,23,29732.489791
-16.330002,23,29757.840861
-16.905,23,29783.601922
-12.879995,23,29808.812198
-0.230001,23,29834.129961
-11.73,23,29859.440315
-0.229998,23,29884.760016
-0.230003,23,29910.020037
-0.230002,23,29935.320239
-4.254997,23,29960.591181
-6.554997,23,29985.900797
-0.230001,23,30011.221157
-0.230003,23,30036.444608
-5.404997,23,30062.300585
-0.229998,23,30087.599123
-12.879995,23,30112.875101
-14.605001,23,30138.229769
-0.229998,23,30163.549409
-9.430007,23,30188.860093
-16.905,23,30214.129368
-11.155003,23,30239.490373
-14.029999,23,30264.739793
-6.554997,23,30289.960028
-8.279999,23,30315.12929
-10.579996,23,30340.890459
-8.279996,23,30366.153033
-0.229998,23,30391.520576
-15.179996,23,30416.820459
-11.155003,23,30442.040317
-14.605001,23,30467.249689
-5.404998,23,30492.474607
-4.254997,23,30517.779349
-10.579996,23,30543.000225
-3.105004,23,30568.301903
-0.229998,23,30593.659305
-12.880006,23,30618.830298
-14.605,23,30644.539944
-16.905,23,30669.759418
-5.404998,23,30695.024382
-0.229998,23,30720.389835
-8.279998,23,30745.592128
-16.904997,23,30770.911043
-12.880002,23,30796.235008
-16.330004,23,30821.540576
-14.605001,23,30846.80951
-5.404997,23,30872.069422
-10.579998,23,30897.319383
-16.329997,23,30923.140239
-3.105003,23,30948.415795
-18.629999,23,30973.720298
-3.105003,23,30999.030359
-3.105003,23,31024.400499
-14.605001,23,31049.670319
-9.430007,23,31074.97026
-5.404997,23,31100.295884
-1.380007,23,31125.550134
-100.0,1,31127.80019
-0.229998,23,31153.120881
-10.579996,23,31178.440511
-8.279996,23,31204.299525
-15.754995,23,31229.660777
-12.880006,23,31254.862044
-9.430007,23,31280.129921
-16.904997,23,31305.350123
-16.330004,23,31330.710069
-11.155003,23,31356.030679
-5.404997,23,31381.352574
-0.229998,23,31406.699559
-15.754995,23,31431.959759
-13.439999,24,31458.180732
-0.230004,23,31483.902482
-16.330004,23,31509.163577
-0.229998,23,31534.432069
-0.229998,23,31559.790137
-12.879995,23,31585.093101
-3.105003,23,31610.363596
-13.455003,23,31635.68061
-9.430007,23,31660.949435
-15.754995,23,31686.211843
-8.279996,23,31711.479811
-0.229998,23,31736.779139
-8.279998,23,31762.499813
-16.905,23,31787.769641
-14.030003,23,31813.130993
-8.279999,23,31838.400283
-14.605001,23,31863.625691
-12.879995,23,31888.869537
-0.229998,23,31914.232032
-3.105004,23,31939.499609
-11.73,23,31964.721963
-0.230003,23,31989.89408
-13.455003,23,32015.101225
-0.229998,23,32040.924717
-12.879995,23,32066.170254
-0.230002,23,32091.372416
-6.555,23,32116.689274
-15.179996,23,32141.96043
-16.330004,23,32167.230478
-14.030002,23,32192.592159
-16.330002,23,32217.891312
-14.030002,23,32243.260889
-11.73,23,32268.529634
-10.579996,23,32293.840099
-5.404998,23,32319.659686
-16.329997,23,32344.880013
-3.105,23,32370.19085
-3.105003,23,32395.541748
-14.030003,23,32420.811091
-15.179996,23,32446.129544
-12.880002,23,32471.350184
-16.330002,23,32496.57099
-12.879999,23,32521.783865
-18.629999,23,32547.134439
-3.105004,23,32572.449375
-100.0,1,32574.749624
-16.905,23,32600.621081
-5.404998,23,32625.941715
-6.554997,23,32651.150647
-0.230003,23,32676.46934
-3.105,23,32701.795351
-12.880002,23,32727.13973
-0.230001,23,32752.45963
-12.879999,23,32777.730828
-8.279996,23,32803.040708
-12.880002,23,32828.265454
-4.254997,23,32853.630834
-100.0,1,32855.879683
-0.230002,23,32881.749395
-0.229998,23,32907.04996
-0.229999,23,32932.369507
-100.0,1,32934.622865
-0.229998,23,32959.979362
-0.230003,23,32985.299065
-16.904998,23,33010.620114
-8.279996,23,33035.890552
-15.179996,23,33061.115023
-10.579998,23,33086.413989
-0.230003,23,33111.822385
-16.330002,23,33137.19075
-14.030003,23,33162.510302
-8.279999,23,33188.329472
-16.329997,23,33213.600587
-8.279999,23,33238.900707
-16.905,23,33264.124645
-5.404997,23,33289.431061
-3.105004,23,33314.752493
-14.605001,23,33340.121593
-11.73,23,33365.490039
-16.904998,23,33390.851963
-16.330002,23,33416.099787
-0.229998,23,33441.419833
-3.105004,23,33467.342247
-11.73,23,33492.659279
-0.229998,23,33517.981127
-3.105003,23,33543.290433
-0.230001,23,33568.590536
-12.880006,23,33593.959965
-8.279996,23,33619.280259
-16.330004,23,33644.599011
-16.330002,23,33669.969579
-0.230002,23,33695.33989
-8.279996,23,33720.69184
-14.029999,23,33746.561057
-8.279998,23,33771.98033
-14.030003,23,33797.349521
-9.430007,23,33822.721339
-16.329997,23,33848.080185
-6.554997,23,33873.449607
-8.279996,23,33898.849764
-6.555,23,33924.170766
-0.230001,23,33949.44436
-8.279998,23,33974.760032
-3.105003,23,34000.130224
-0.229999,23,34026.249407
-16.330002,23,34051.571823
-1.380007,23,34076.970341
-0.229999,23,34102.34
-11.155003,23,34127.662779
-3.105004,23,34152.979401
-15.179996,23,34178.302489
-16.329997,23,34203.659751
-5.639998,24,34229.769141
-6.554997,23,34255.129603
-5.404997,23,34280.450355
-5.404998,23,34306.330358
-10.579998,23,34331.602895
-16.330004,23,34356.869207
-0.230004,23,34382.189713
-15.180002,23,34407.440217
-11.73,23,34432.810597
-10.579996,23,34458.120159
-5.404997,23,34483.339808
-106.479999,19,34504.477562
-7.840007,14,34520.320055
117.559514,23,34545.6902
31.53206,20,34567.778502
-2.55,5,34574.008764
-0.039998,4,34580.108265
-5.519998,12,34593.67192
-100.0,1,34596.078854
-0.420007,7,34604.507971
-3.659999,6,34612.029922
46.110995,9,34623.277244
-3.675,5,34629.719182
-7.839999,14,34645.610092
94.41124,23,34670.980382
-1.630001,23,34696.349654
-16.329997,23,34721.671713
-5.404997,23,34747.040042
-0.229998,23,34772.410324
-11.155003,23,34797.86008
-16.330004,23,34823.229179
-0.230004,23,34848.599292
-14.605,23,34874.520329
-8.279996,23,34899.893001
-12.879999,23,34925.210522
-9.430007,23,34950.560217
-0.229999,23,34975.929742
-16.905,23,35001.299385
-12.880006,23,35026.628232
-100.0,1,35028.927578
-0.049998,5,35035.266308
-1.439996,4,35040.568698
-1.439996,4,35045.906614
-3.239999,4,35051.236928
-0.040002,4,35056.611785
-2.94,4,35061.917611
-1.174999,5,35068.525932
-1.439997,4,35073.995914
-1.839998,4,35079.907286
-100.0,1,35082.226136
-100.0,1,35084.52811
-100.0,1,35086.886988
-2.440003,4,35092.327558
-9.239996,14,35108.352755
10.559895,23,35133.670739
-13.605003,23,35158.870591
-0.230002,23,35184.607723
-14.605,23,35209.769926
-12.880006,23,35235.045532
-16.904998,23,35260.409712
37.857934,21,35283.598808
-3.175001,5,35289.920402
-1.425001,5,35296.550022
-8.539999,14,35312.499417
-4.784996,6,35319.760389
-0.540003,4,35325.086598
-100.0,1,35327.397263
-3.175001,5,35333.648062
141.353285,23,35359.193461
-15.205002,23,35384.515097
-16.329997,23,35409.78035
-4.254997,23,35435.153822
-16.330004,23,35461.050099
-12.880006,23,35486.221168
-0.229998,23,35511.540186
-13.455003,23,35536.812963
-12.880002,23,35562.035138
-11.155003,23,35587.350417
-16.330004,23,35612.719967
43.737934,13,35627.405524
-2.050007,5,35633.774764
-12.245002,17,35652.783191
-4.619996,7,35661.310404
-23.412995,23,35686.679946
-9.93,23,35712.049992
-0.229998,23,35737.419619
-16.904997,23,35763.339979
-0.229998,23,35788.690116
-16.904998,23,35814.060611
43.937934,13,35828.86977
11.701256,23,35854.039798
-100.0,1,35856.28999
97.732879,5,35862.524948
-0.130004,13,35877.429354
-100.0,1,35879.679951
-100.0,1,35881.868557
-2.050007,5,35888.12628
-6.479996,18,35908.340633
-0.229998,23,35933.699796
-10.579998,23,35959.03018
-0.230003,23,35984.35171
-12.879999,23,36009.721061
-0.160003,16,36029.192142
